[2023-03-06 05-06-07] d=  7, evals=1.0e+03, k= 50, k_top=  5
#    98 : loss =  4.5e+01
   inp  : [s =  2.5e+02] ъфъыхлч ъбывзлц ъоэсйьл пёвюмыц ъоэсйьл штшнлхж ъныуазу
   out  : [s =  4.5e+01] Kommersant Kommersantk Kommersant
   rev  : [s =  4.5e+01] Kommersant Kommersantk Kommersant

#    99 : loss =  4.5e+01
   inp  : [s =  2.5e+02] ътшлшэь ъбывзлц ъыьгрвх ъфкщтнэ дщижщяп ъыьгрвх жхнаеыь
   out  : [s =  4.5e+01] Kommersant Kommersantk Kommersant
   rev  : [s =  4.5e+01] Kommersant Kommersantk Kommersant

#   100 : loss =  4.6e+01
   inp  : [s =  2.8e+02] доцшлны ъбывзлц ъыьгрвх ъёефнся пёвюмыц бйввкшя здкънсп
   out  : [s =  4.6e+01] Assembled Kommersants Kommersant
   rev  : [s =  4.8e+01] Собран Kommersants Kommersant

#   101 : loss =  4.6e+01
   inp  : [s =  2.6e+02] ъныуазу ъбывзлц ъфкщтнэ ъныуазу бяёщжии птйдфдц ъокнёйф
   out  : [s =  4.6e+01] Kommersant Kommersantk Kommersant Kommersant
   rev  : [s =  4.6e+01] Kommersant Kommersantk Kommersant Kommersant

#   102 : loss =  4.7e+01
   inp  : [s =  2.6e+02] ъбывзлц уясъцёь вытёщдч вытёщдч ътшлшэь зсзгвлэ ъухвмгс
   out  : [s =  4.7e+01] Kommersants understanding of the priest
   rev  : [s =  5.9e+01] Kommersants Понимание священника

#   103 : loss =  4.7e+01
   inp  : [s =  2.1e+02] ъфоъкцж быошийя мощыъпз ъыллщьн ъфъыхлч ъфъыхлч ъфъыхлч
   out  : [s =  4.7e+01] Kommersant Knight Power Kommersant
   rev  : [s =  4.7e+01] Kommersant Knight Power Kommersant

#   104 : loss =  4.8e+01
   inp  : [s =  2.4e+02] ъёефнся ъувщжёь уясъцёь жхнаеыь гяшрьнп жхнаеыь йтдкцяе
   out  : [s =  4.8e+01] Fucking Kommerseny.
   rev  : [s =  6.0e+01] Чертовски kommerseny.

#   105 : loss =  4.8e+01
   inp  : [s =  2.5e+02] ъувщжёь ъныуазу доцшлны ъыллщьн пщмёжны ъфкщтнэ штшнлхж
   out  : [s =  4.8e+01] Kommersant Kommersant Kommersant Kommersnya
   rev  : [s =  4.8e+01] Kommersant Kommersant Kommersant Kommersnya

#   106 : loss =  4.8e+01
   inp  : [s =  2.7e+02] ъжлхчлы мощыъпз ъбывзлц здкънсп ъокнёйф ъфкщтнэ бщагчёщ
   out  : [s =  4.8e+01] Kommersant Power Plants Kommersants
   rev  : [s =  7.3e+01] Коммерстные электростанции Kommersants

#   107 : loss =  4.8e+01
   inp  : [s =  2.9e+02] ъоэсйьл ъыьгрвх бщагчёщ зсзгвлэ ътшлшэь пщмёжны быошийя
   out  : [s =  4.8e+01] Kommersyil Kommersant
   rev  : [s =  4.8e+01] Kommersyil Kommersant

#   108 : loss =  4.8e+01
   inp  : [s =  2.6e+02] ъоэсйьл ъфъыхлч ъувщжёь птйдфдц ъоэсйьл бщагчёщ ъфоъкцж
   out  : [s =  4.8e+01] Kommersyil Kommersant
   rev  : [s =  4.8e+01] Kommersyil Kommersant

#   109 : loss =  5.0e+01
   inp  : [s =  2.7e+02] быошийя жхнаеыь быошийя ъфкщтнэ гфоаььн пщмёжны ъыьгрвх
   out  : [s =  5.0e+01] If the grunty of the bona
   rev  : [s =  4.3e+01] Если грань Бона

#   110 : loss =  5.0e+01
   inp  : [s =  2.5e+02] ъфоъкцж пщмёжны ъфъыхлч ъбывзлц бйввкшя ъыллщьн ъбывзлц
   out  : [s =  5.0e+01] Kommersant Kommersny Kommersny Kommersant
   rev  : [s =  5.0e+01] Kommersant Kommersny Kommersny Kommersant

#   111 : loss =  5.1e+01
   inp  : [s =  2.6e+02] вытёщдч ъыьгрвх гяшрьнп ъфкщтнэ гяшрьнп дщижщяп мощыъпз
   out  : [s =  5.1e+01] priest -cup of kommers
   rev  : [s =  5.0e+01] Священник -КОММЕР

#   112 : loss =  5.1e+01
   inp  : [s =  2.7e+02] вытёщдч ъжлхчлы ъёефнся ъныуазу пщмёжны ъувщжёь ъфкщтнэ
   out  : [s =  5.1e+01] priest -huts bucket
   rev  : [s =  4.9e+01] Священник -ведро

#   113 : loss =  5.2e+01
   inp  : [s =  2.8e+02] ъбывзлц ъыьгрвх ъувщжёь здкънсп птйдфдц вытёщдч штшнлхж
   out  : [s =  5.2e+01] Kommerslz Kommersant
   rev  : [s =  5.2e+01] Kommerslz Kommersant

#   114 : loss =  5.2e+01
   inp  : [s =  2.9e+02] уясъцёь бщагчёщ ъыьгрвх гфоаььн дщижщяп ъувщжёь жхнаеыь
   out  : [s =  5.2e+01] understanding of the junction of kommers
   rev  : [s =  5.8e+01] Понимание соединения коммеров

#   115 : loss =  5.2e+01
   inp  : [s =  2.2e+02] быошийя ъухвмгс вытёщдч ъыьгрвх ъокнёйф ъыьгрвх ъокнёйф
   out  : [s =  5.2e+01] I would be koshvmg
   rev  : [s =  6.3e+01] Я был бы кошвмг

#   116 : loss =  5.3e+01
   inp  : [s =  2.5e+02] вытёщдч мощыъпз ъоэсйьл ъоэсйьл быошийя ъувщжёь ъыллщьн
   out  : [s =  5.3e+01] priests capti of the Kommersant
   rev  : [s =  3.7e+01] священники капитан

#   117 : loss =  5.3e+01
   inp  : [s =  2.6e+02] ъфкщтнэ ъыллщьн быошийя ътшлшэь бяёщжии бйввкшя штшнлхж
   out  : [s =  5.3e+01] Kommersant Kommersant Khulynya Kommersant
   rev  : [s =  5.2e+01] Kommersant Kommersant Khulyna Kommersant

#   118 : loss =  5.3e+01
   inp  : [s =  2.4e+02] уясъцёь ъфъыхлч ъувщжёь здкънсп штшнлхж жхнаеыь здкънсп
   out  : [s =  5.3e+01] Undyzetsu Kommersant
   rev  : [s =  5.3e+01] Undyzetsu Kommersant

#   119 : loss =  5.3e+01
   inp  : [s =  2.9e+02] ъоэсйьл ъыьгрвх быошийя гяшрьнп штшнлхж пёвюмыц вытёщдч
   out  : [s =  5.3e+01] Kommersyil Kommersen
   rev  : [s =  5.3e+01] Kommersyil Kommersen

#   120 : loss =  5.4e+01
   inp  : [s =  2.7e+02] быошийя ъёефнся ъфоъкцж ъфкщтнэ ъбывзлц гяшрьнп здкънсп
   out  : [s =  5.4e+01] I would be a bucket of Kommersant Kommersant Kommersant
   rev  : [s =  7.6e+01] Я был бы ведром коммерсантного коммерсантного

#   121 : loss =  5.4e+01
   inp  : [s =  2.9e+02] птйдфдц ъфъыхлч ъоэсйьл ъухвмгс штшнлхж ъныуазу жхнаеыь
   out  : [s =  5.4e+01] PTIDFDC Kommersant Kommersant
   rev  : [s =  6.5e+01] Ptidfdc Kommersant Kommersant

#   122 : loss =  5.4e+01
   inp  : [s =  2.4e+02] птйдфдц ъувщжёь ъыллщьн штшнлхж ъокнёйф штшнлхж ъёефнся
   out  : [s =  5.4e+01] PTIDFDC Kommersant Kommersant
   rev  : [s =  6.5e+01] Ptidfdc Kommersant Kommersant

#   123 : loss =  5.4e+01
   inp  : [s =  2.9e+02] ъоэсйьл ъжлхчлы ъыллщьн здкънсп гяшрьнп ъфкщтнэ зсзгвлэ
   out  : [s =  5.4e+01] Kommersyil Kommersant Kommersant
   rev  : [s =  5.4e+01] Kommersyil Kommersant Kommersant

#   124 : loss =  5.4e+01
   inp  : [s =  2.9e+02] ъоэсйьл ъыьгрвх ъфоъкцж здкънсп ътшлшэь йтдкцяе мощыъпз
   out  : [s =  5.4e+01] Kommersyil Kommersant Kommersant
   rev  : [s =  5.4e+01] Kommersyil Kommersant Kommersant

#   125 : loss =  5.4e+01
   inp  : [s =  2.6e+02] бяёщжии ъувщжёь ъныуазу гфоаььн ътшлшэь здкънсп йтдкцяе
   out  : [s =  5.4e+01] Biaschia Kommersant Kommers
   rev  : [s =  5.4e+01] Biaschia Kommersant Kommers

#   126 : loss =  5.4e+01
   inp  : [s =  2.7e+02] пёвюмыц бщагчёщ ъёефнся ъувщжёь гфоаььн ъфоъкцж здкънсп
   out  : [s =  5.4e+01] Povyumyz was the world
   rev  : [s =  5.7e+01] Повиюмиз был миром

#   127 : loss =  5.5e+01
   inp  : [s =  2.6e+02] ъокнёйф доцшлны ъувщжёь жхнаеыь ъфъыхлч пщмёжны вытёщдч
   out  : [s =  5.5e+01] The cosepyat is obvious
   rev  : [s =  5.7e+01] Cosepyat очевиден

#   128 : loss =  5.6e+01
   inp  : [s =  2.9e+02] быошийя штшнлхж доцшлны ъёефнся птйдфдц ъыьгрвх ъбывзлц
   out  : [s =  5.6e+01] I would have been ahead of the patchlh.
   rev  : [s =  6.3e+01] Я был бы впереди патча.

#   129 : loss =  5.6e+01
   inp  : [s =  2.5e+02] вытёщдч ъфоъкцж пщмёжны дщижщяп уясъцёь ъёефнся ъфоъкцж
   out  : [s =  5.6e+01] priest -bonk Kommersant
   rev  : [s =  6.9e+01] Священник -BONK Kommersant

#   130 : loss =  5.7e+01
   inp  : [s =  2.6e+02] вытёщдч доцшлны ъувщжёь бйввкшя пщмёжны ъыллщьн бяёщжии
   out  : [s =  5.7e+01] The priests of the Associate Professor Kommersant
   rev  : [s =  7.1e+01] Священники доцента Коммерсанта

#   131 : loss =  5.7e+01
   inp  : [s =  2.9e+02] ъыьгрвх ъбывзлц бяёщжии уясъцёь вытёщдч гфоаььн ъфъыхлч
   out  : [s =  5.7e+01] Kommersant Kommersants Biachia
   rev  : [s =  5.7e+01] Kommersant Kommersants Biachia

#   132 : loss =  5.7e+01
   inp  : [s =  2.6e+02] здкънсп ъжлхчлы ъувщжёь дщижщяп ъокнёйф ъфкщтнэ быошийя
   out  : [s =  5.7e+01] ZHAYNSP Kommersant Kommersant
   rev  : [s =  6.0e+01] Zhaynsp Kommersant Kommersant

#   133 : loss =  5.7e+01
   inp  : [s =  2.7e+02] пщмёжны ъувщжёь ъфъыхлч штшнлхж йтдкцяе бйввкшя ъжлхчлы
   out  : [s =  5.7e+01] Pshmeshny Kommersant Kommersant
   rev  : [s =  5.7e+01] Pshmeshny Kommersant Kommersant

#   134 : loss =  5.8e+01
   inp  : [s =  2.4e+02] пщмёжны ъбывзлц ъёефнся птйдфдц ъёефнся вытёщдч бяёщжии
   out  : [s =  5.8e+01] Pshmesny Kn.
   rev  : [s =  5.8e+01] Pshmesny Kn.

#   135 : loss =  5.8e+01
   inp  : [s =  2.6e+02] гфоаььн ъфъыхлч вытёщдч ъбывзлц вытёщдч дщижщяп ътшлшэь
   out  : [s =  5.8e+01] SFIAYNN Kommersanth
   rev  : [s =  5.8e+01] Sfiainn Kommersanth

#   136 : loss =  5.8e+01
   inp  : [s =  2.6e+02] гфоаььн ъфъыхлч вытёщдч ъокнёйф ъфкщтнэ ъныуазу ъбывзлц
   out  : [s =  5.8e+01] SFIAYNN Kommersanth
   rev  : [s =  5.8e+01] Sfiainn Kommersanth

#   137 : loss =  5.8e+01
   inp  : [s =  2.5e+02] ъбывзлц ъфоъкцж ъбывзлц ъныуазу ъухвмгс ъыллщьн ъыьгрвх
   out  : [s =  5.8e+01] Kommerslz Kommersant Kommersant Kommersant Kommersant Kommersant
   rev  : [s =  5.8e+01] Kommerslz Kommersant Kommersant Kommersant Kommersant Kommersant

#   138 : loss =  5.8e+01
   inp  : [s =  2.4e+02] птйдфдц ъфоъкцж ъжлхчлы ъыьгрвх ъфоъкцж быошийя ъыллщьн
   out  : [s =  5.8e+01] PTIDFDC Kommersant Kommersant Kommersant Kommersant Kommersant
   rev  : [s =  6.9e+01] Ptidfdc Kommersant Kommersant Kommersant Kommersant Kommersant

#   139 : loss =  5.8e+01
   inp  : [s =  2.6e+02] птйдфдц ъфоъкцж ъфкщтнэ ъфъыхлч пщмёжны быошийя вытёщдч
   out  : [s =  5.8e+01] PTIDFDC Kommersant Kommersant Kommersant
   rev  : [s =  6.9e+01] Ptidfdc Kommersant Kommersant Kommersant

#   140 : loss =  5.8e+01
   inp  : [s =  2.0e+02] штшнлхж ъувщжёь ъфкщтнэ штшнлхж штшнлхж ъыьгрвх ътшлшэь
   out  : [s =  5.8e+01] peshnlhja kommers
   rev  : [s =  6.8e+01] Пешнлхджа Коммерс

#   141 : loss =  5.9e+01
   inp  : [s =  2.6e+02] дщижщяп ъёефнся ъувщжёь ъфъыхлч пщмёжны ъжлхчлы ъныуазу
   out  : [s =  5.9e+01] Breakypyap was bombed
   rev  : [s =  8.6e+01] Breakypyap был бомбил

#   142 : loss =  6.0e+01
   inp  : [s =  2.4e+02] жхнаеыь ъфкщтнэ ъбывзлц ъыллщьн ъбывзлц ъфоъкцж быошийя
   out  : [s =  6.0e+01] Shkhnyayy Kommersant Kommersant
   rev  : [s =  5.6e+01] Shkhnyyy Kommersant Kommersant

#   143 : loss =  6.0e+01
   inp  : [s =  2.6e+02] ъыллщьн бйввкшя пщмёжны ъувщжёь ъокнёйф бщагчёщ ътшлшэь
   out  : [s =  6.0e+01] Kommersant bvevkshya
   rev  : [s =  6.4e+01] Kommersant Bvevkshya

#   144 : loss =  6.0e+01
   inp  : [s =  2.4e+02] ътшлшэь ъфоъкцж здкънсп уясъцёь ъфкщтнэ дщижщяп ътшлшэь
   out  : [s =  6.0e+01] Kommersant Kommersant Zhadkints
   rev  : [s =  6.0e+01] Kommersant Kommersant Zhadkints

#   145 : loss =  6.1e+01
   inp  : [s =  2.2e+02] штшнлхж ъувщжёь ъыллщьн штшнлхж пёвюмыц дщижщяп пёвюмыц
   out  : [s =  6.1e+01] Stshnlhja kommers
   rev  : [s =  6.0e+01] Stshnlhja Kommers

#   146 : loss =  6.1e+01
   inp  : [s =  2.5e+02] здкънсп ъфъыхлч ъыллщьн ъухвмгс ъныуазу гяшрьнп ъухвмгс
   out  : [s =  6.1e+01] ZHAYNSP Kommersant Kommersant Kommersant Kommers
   rev  : [s =  6.4e+01] Zhaynsp Kommersant Kommersant Kommersant Kommers

#   147 : loss =  6.1e+01
   inp  : [s =  2.6e+02] ъухвмгс ъфоъкцж ъфъыхлч пщмёжны здкънсп вытёщдч штшнлхж
   out  : [s =  6.1e+01] KOKHVMGS Kommersant Kommersant
   rev  : [s =  6.0e+01] Kokhvmgs Kommersant Kommersant

#   148 : loss =  6.1e+01
   inp  : [s =  2.6e+02] ъухвмгс ътшлшэь ъфкщтнэ пщмёжны ъоэсйьл ъувщжёь здкънсп
   out  : [s =  6.1e+01] KOKHVMGS Kommersant Kommersant
   rev  : [s =  6.0e+01] Kokhvmgs Kommersant Kommersant

#   149 : loss =  6.3e+01
   inp  : [s =  2.5e+02] ъыьгрвх бяёщжии ъувщжёь пёвюмыц ъжлхчлы бяёщжии ъбывзлц
   out  : [s =  6.3e+01] Kommersant Biachzhiyi
   rev  : [s =  6.3e+01] Kommersant Biachzhiyi

#   150 : loss =  6.3e+01
   inp  : [s =  2.2e+02] ъфъыхлч ъфъыхлч птйдфдц здкънсп зсзгвлэ здкънсп ъёефнся
   out  : [s =  6.3e+01] Kommersant Kommersant Kovykhlch
   rev  : [s =  6.3e+01] Kommersant Kommersant Kovykhlch

#   151 : loss =  6.3e+01
   inp  : [s =  2.5e+02] ъувщжёь уясъцёь ъёефнся мощыъпз ъокнёйф ъыллщьн йтдкцяе
   out  : [s =  6.3e+01] Knuvzhasu is an understanding of the power
   rev  : [s =  8.5e+01] Кнувцхасу - это понимание силы

#   152 : loss =  6.4e+01
   inp  : [s =  2.7e+02] ъувщжёь ъжлхчлы ъыьгрвх бяёщжии вытёщдч зсзгвлэ жхнаеыь
   out  : [s =  6.4e+01] Knuvzhny Kommersant Kommersant
   rev  : [s =  6.4e+01] Knuvzhny Kommersant Kommersant

#   153 : loss =  6.4e+01
   inp  : [s =  2.5e+02] ъфъыхлч гяшрьнп бщагчёщ ъувщжёь ъувщжёь дщижщяп ъёефнся
   out  : [s =  6.4e+01] Kommersant Gyashrnp
   rev  : [s =  6.4e+01] Kommersant Gyashrnp

#   154 : loss =  6.4e+01
   inp  : [s =  2.4e+02] пщмёжны ъувщжёь ъфъыхлч жхнаеыь ъфъыхлч доцшлны гфоаььн
   out  : [s =  6.4e+01] PSHMEVNYA Kommersant Kommersant
   rev  : [s =  6.5e+01] Pshmevnya Kommersant Kommersant

#   155 : loss =  6.4e+01
   inp  : [s =  2.6e+02] быошийя ъёефнся ъбывзлц ъжлхчлы быошийя йтдкцяе пёвюмыц
   out  : [s =  6.4e+01] I would have been the bungles of Kommersant Kommersant
   rev  : [s =  7.5e+01] Я был бы кусочками коммерсантных

#   156 : loss =  6.4e+01
   inp  : [s =  2.3e+02] ъфъыхлч уясъцёь мощыъпз бщагчёщ бщагчёщ бяёщжии ъёефнся
   out  : [s =  6.4e+01] Khfykhylch understanding power
   rev  : [s =  7.0e+01] Кхфихилч понимает силу

#   157 : loss =  6.5e+01
   inp  : [s =  2.7e+02] ъыьгрвх доцшлны ъухвмгс гфоаььн ъоэсйьл быошийя быошийя
   out  : [s =  6.5e+01] Kommersant Knujln Kommers
   rev  : [s =  6.5e+01] Kommersant Knujln Kommers

#   158 : loss =  6.5e+01
   inp  : [s =  2.8e+02] мощыъпз гфоаььн ъыллщьн ъёефнся пёвюмыц бйввкшя здкънсп
   out  : [s =  6.5e+01] Power of the Ufoann Kommersant
   rev  : [s =  6.7e+01] Сила Ufoann Kommersant

#   159 : loss =  6.5e+01
   inp  : [s =  3.0e+02] ъыьгрвх уясъцёь гфоаььн бщагчёщ ъёефнся штшнлхж пёвюмыц
   out  : [s =  6.5e+01] Kommersant Konygrvsk
   rev  : [s =  6.5e+01] Kommersant Konygrvsk

#   160 : loss =  6.6e+01
   inp  : [s =  2.8e+02] ъфоъкцж птйдфдц ъжлхчлы ъувщжёь ъёефнся вытёщдч пёвюмыц
   out  : [s =  6.6e+01] Kommersant PTIDFDC Kommersant Kommersant
   rev  : [s =  6.8e+01] Kommersant ptidfdc Kommersant Kommersant

#   161 : loss =  6.6e+01
   inp  : [s =  2.7e+02] бйввкшя ъокнёйф ъфоъкцж ъбывзлц ъныуазу зсзгвлэ быошийя
   out  : [s =  6.6e+01] Bivevkshya Kommersant Kommersant Kommersant
   rev  : [s =  6.6e+01] Bivevkshya Kommersant Kommersant Kommersant

#   162 : loss =  6.6e+01
   inp  : [s =  2.6e+02] бйввкшя ъфъыхлч ъжлхчлы ъувщжёь йтдкцяе ъбывзлц ъбывзлц
   out  : [s =  6.6e+01] Bivevkshya Kommersant Kommersant Kommersant
   rev  : [s =  6.6e+01] Bivevkshya Kommersant Kommersant Kommersant

#   163 : loss =  6.6e+01
   inp  : [s =  2.4e+02] ъфъыхлч бйввкшя ъжлхчлы ъёефнся ъокнёйф уясъцёь ъокнёйф
   out  : [s =  6.6e+01] Kommersant bvevkshya Kommersant
   rev  : [s =  7.0e+01] Kommersant Bvevkshya Kommersant

#   164 : loss =  6.7e+01
   inp  : [s =  2.3e+02] пёвюмыц ъувщжёь ътшлшэь ъбывзлц ъёефнся ъфкщтнэ пёвюмыц
   out  : [s =  6.7e+01] Pyuvyumets Kommersant Kommersant
   rev  : [s =  6.2e+01] Pyuveumets Kommersant Kommersant
