[2023-03-05 00-40-47] d=  7, evals=1.0e+03, k= 50, k_top=  5
   inp  : [s =  3.0e+02] пдлешйщ бёацсжю дачэщйч зжнмкьъ оощвишн бжкльлш гмххъьн
   out  : [s =  3.4e+01] The following is a list of the most important factors that can help us
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов, которые могут нам помочь

#    88 : loss =  3.4e+01
   inp  : [s =  2.8e+02] жьрцэъо ыьбэъхс дачэщйч гмххъьн чъръпьм бысёъгч гзйкщчж
   out  : [s =  3.4e+01] The following is a list of the most important factors that can help us
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов, которые могут нам помочь

#    89 : loss =  3.4e+01
   inp  : [s =  2.6e+02] чъръпьм оощвишн гзйкщчж пдлешйщ зжнмкьъ дачэщйч быншийя
   out  : [s =  3.4e+01] The following is a list of the most important factors that can help us
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов, которые могут нам помочь

#    90 : loss =  3.4e+01
   inp  : [s =  2.2e+02] чёхёшьч щосющйе чёхёшьч быелръъ ъоэсйьл жьрцэъо ъйлбмфь
   out  : [s =  3.4e+01] The following are some of the most important things you can do to help your child.
   rev  : [s =  1.6e+02] Ниже перечислены наиболее важные вещи, которые вы можете сделать, чтобы помочь своему ребенку.

#    91 : loss =  3.4e+01
   inp  : [s =  2.9e+02] пдлешйщ ъоэсйьл жаьйщсч чъръпьм жьрэиэф бёацсжю ккзёйьи
   out  : [s =  3.4e+01] The first thing you need to do is to get the best possible results.
   rev  : [s =  1.2e+02] Первое, что вам нужно сделать, это добиться наилучших результатов.

#    92 : loss =  3.4e+01
   inp  : [s =  2.8e+02] бысёъгч ъоэсйьл ъйлбмфь чъръпьм рыьдяно щосющйе гбьъьиэ
   out  : [s =  3.4e+01] The first thing you need to do is to get the best possible results.
   rev  : [s =  1.2e+02] Первое, что вам нужно сделать, это добиться наилучших результатов.

#    93 : loss =  3.4e+01
   inp  : [s =  2.8e+02] пдлешйщ бысёъгч быелръъ бгаьъэы чтьёиэе фйвьжиы ъйлбмфь
   out  : [s =  3.4e+01] The first thing you need to do is to get the best possible results.
   rev  : [s =  1.2e+02] Первое, что вам нужно сделать, это добиться наилучших результатов.

#    94 : loss =  3.4e+01
   inp  : [s =  2.7e+02] фйвьжиы пдлешйщ гбьъьиэ рыьдяно быелръъ чъръпьм бреощее
   out  : [s =  3.4e+01] The first thing you need to do is to get the best possible results.
   rev  : [s =  1.2e+02] Первое, что вам нужно сделать, это добиться наилучших результатов.

#    95 : loss =  3.4e+01
   inp  : [s =  2.6e+02] жцчыщцй бгаьъэы бгаьъэы жьрцэъо зжнмкьъ бысёъгч щосющйе
   out  : [s =  3.4e+01] The following are the most important things that we can do for you
   rev  : [s =  1.2e+02] Ниже перечислены наиболее важные вещи, которые мы можем сделать для вас

#    96 : loss =  3.4e+01
   inp  : [s =  2.7e+02] рыьдяно бжкльлш жаьйщсч быелръъ ъйлбмфь быелръъ оощвишн
   out  : [s =  3.4e+01] The following are some of the most important factors for the development of the
   rev  : [s =  1.1e+02] Ниже приведены некоторые наиболее важные факторы для развития

#    97 : loss =  3.4e+01
   inp  : [s =  2.8e+02] оощвишн ккзёйьи быелръъ рыьдяно гзйкщчж бфзскйт быншийя
   out  : [s =  3.4e+01] The following is a list of the most important factors for the development of the
   rev  : [s =  1.1e+02] Ниже приведен перечень наиболее важных факторов для развития

#    98 : loss =  3.4e+01
   inp  : [s =  2.9e+02] чтьёиэе дачэщйч бжкльлш оощвишн фйвьжиы мжвлвфж бгаьъэы
   out  : [s =  3.4e+01] The following is a list of the most important factors for the development of the
   rev  : [s =  1.1e+02] Ниже приведен перечень наиболее важных факторов для развития

#    99 : loss =  3.4e+01
   inp  : [s =  2.8e+02] бреощее жцчыщцй бжкльлш дачэщйч жаьйщсч мжвлвфж фйвьжиы
   out  : [s =  3.4e+01] The following is a list of the most important factors for the development of the
   rev  : [s =  1.1e+02] Ниже приведен перечень наиболее важных факторов для развития

#   100 : loss =  3.4e+01
   inp  : [s =  2.3e+02] жцчыщцй жаьйщсч оощвишн ъйлбмфь жаьйщсч жьрцэъо жаьйщсч
   out  : [s =  3.4e+01] The following is a list of the most important things you can do to help your family
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных вещей, которые вы можете сделать, чтобы помочь своей семье

#   101 : loss =  3.4e+01
   inp  : [s =  2.5e+02] чтьёиэе ъйлбмфь бреощее зжнмкьъ бёацсжю зсзгвлэ ъйлбмфь
   out  : [s =  3.4e+01] The following is a good example of how the situation can be resolved
   rev  : [s =  1.1e+02] Ниже приведен хороший пример того, как можно разрешить ситуацию

#   102 : loss =  3.5e+01
   inp  : [s =  3.1e+02] зжнмкьъ ъоэсйьл чтьёиэе фйвьжиы зсзгвлэ ктлтксь ккзёйьи
   out  : [s =  3.5e+01] The following are some of the most important factors in this case.
   rev  : [s =  1.1e+02] Ниже приведены некоторые наиболее важные факторы в этом деле.

#   103 : loss =  3.5e+01
   inp  : [s =  3.0e+02] мжвлвфж ъоэсйьл ктлтксь гбьъьиэ жаьйщсч ощуъиъв быншийя
   out  : [s =  3.5e+01] I'm not a member of the Board of Directors, but I am a member of the Board of Directors.
   rev  : [s =  9.7e+01] Я не являюсь членом Совета директоров, но я являюсь членом Совета директоров.

#   104 : loss =  3.5e+01
   inp  : [s =  2.8e+02] жцчыщцй жаьйщсч ъоэсйьл жьрцэъо рыьдяно пдлешйщ фйвьжиы
   out  : [s =  3.5e+01] The following is a list of the most important things you can do for your business.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных вещей, которые вы можете сделать для своего бизнеса.

#   105 : loss =  3.5e+01
   inp  : [s =  2.3e+02] пдлешйщ жцчыщцй жцчыщцй бреощее гбьъьиэ быелръъ дачэщйч
   out  : [s =  3.5e+01] The first one is the first one, the second one is the second one, the third one is the second one
   rev  : [s =  8.8e+01] Первый - это первый, второй - это второй, третий - это второй.

#   106 : loss =  3.5e+01
   inp  : [s =  3.0e+02] бёацсжю быелръъ чъръпьм жаьйщсч ыьбэъхс щосющйе бгаьъэы
   out  : [s =  3.5e+01] The following are some of the most important things you can do in the future
   rev  : [s =  1.4e+02] Ниже перечислены некоторые наиболее важные вещи, которые вы можете сделать в будущем

#   107 : loss =  3.5e+01
   inp  : [s =  3.0e+02] бысёъгч бёацсжю жаьйщсч дачэщйч гбьъьиэ гмххъьн ъоэсйьл
   out  : [s =  3.5e+01] The following are some of the most important things you can do in the future
   rev  : [s =  1.4e+02] Ниже перечислены некоторые наиболее важные вещи, которые вы можете сделать в будущем

#   108 : loss =  3.5e+01
   inp  : [s =  2.6e+02] гбьъьиэ чёхёшьч ъоэсйьл жцчыщцй щосющйе бреощее гзйкщчж
   out  : [s =  3.5e+01] The following are some of the most important things you can do in your life.
   rev  : [s =  1.3e+02] Ниже приведены некоторые из самых важных вещей, которые вы можете сделать в своей жизни.

#   109 : loss =  3.5e+01
   inp  : [s =  2.9e+02] ккзёйьи пдлешйщ бёацсжю быелръъ рыьдяно ощуъиъв ыьбэъхс
   out  : [s =  3.5e+01] The following are some of the most important things you can do to help your family.
   rev  : [s =  1.5e+02] Ниже перечислены наиболее важные вещи, которые вы можете сделать, чтобы помочь своей семье.

#   110 : loss =  3.5e+01
   inp  : [s =  2.8e+02] дачэщйч щосющйе бжкльлш жаьйщсч рыьдяно чёхёшьч жцчыщцй
   out  : [s =  3.5e+01] The following are some of the most important things you can do to help your family.
   rev  : [s =  1.5e+02] Ниже перечислены наиболее важные вещи, которые вы можете сделать, чтобы помочь своей семье.

#   111 : loss =  3.5e+01
   inp  : [s =  2.5e+02] быелръъ бёацсжю щосющйе быелръъ чёхёшьч чтьёиэе бгаьъэы
   out  : [s =  3.5e+01] The following are some of the most important things you can do to help your family.
   rev  : [s =  1.5e+02] Ниже перечислены наиболее важные вещи, которые вы можете сделать, чтобы помочь своей семье.

#   112 : loss =  3.5e+01
   inp  : [s =  2.7e+02] рыьдяно щосющйе бысёъгч бреощее быелръъ жьрцэъо гмххъьн
   out  : [s =  3.5e+01] The following are some of the most important things you can do to help your family.
